r (mm),t_after_fine (mm)
1.1380000000000001,0.10137781137440251
1.1400000000000001,0.10137781137440251
1.1420000000000001,0.10137781137440251
1.1440000000000001,0.10137781137440251
1.1460000000000001,0.10137781137440251
1.1480000000000001,0.10137781137440251
1.1500000000000001,0.10137781137440251
1.1520000000000001,0.10137781137440251
1.154,0.10137781137440251
1.156,0.10137781137440251
1.158,0.10137781137440251
1.16,0.10137781137440251
1.162,0.10137781137440251
1.164,0.10137781137440251
1.166,0.10137781137440251
1.168,0.10137781137440251
1.17,0.10137781137440251
1.172,0.10137781137440251
1.174,0.10137781137440251
1.176,0.10137781137440251
1.178,0.10137781137440251
1.18,0.10137781137440251
1.182,0.10137781137440251
1.184,0.10137781137440251
1.186,0.10137781137440251
1.188,0.10137781137440251
1.19,0.10137781137440251
1.192,0.10137781137440251
1.194,0.10137781137440251
1.196,0.10137781137440251
1.198,0.10137781137440251
1.2,0.10137781137440251
1.202,0.10137781137440251
1.204,0.10137781137440251
1.206,0.10137781137440251
1.208,0.10137781137440251
1.21,0.10137781137440251
1.212,0.10137781137440251
1.214,0.10137781137440251
1.216,0.10137781137440251
1.218,0.10137781137440251
1.22,0.10137781137440251
1.222,0.10137781137440251
1.224,0.10137781137440251
1.226,0.10137781137440251
1.228,0.10137781137440251
1.23,0.10137781137440251
1.232,0.10137781137440251
1.234,0.10137781137440251
1.236,0.10137781137440251
1.238,0.10137781137440251
1.24,0.10137781137440251
1.242,0.10137781137440251
1.244,0.10137781137440251
1.246,0.10137781137440251
1.248,0.10137781137440251
1.25,0.10137781137440251
1.252,0.10137781137440251
1.254,0.10137781137440251
1.256,0.10137781137440251
1.258,0.10137781137440251
1.26,0.10137781137440251
1.262,0.10137781137440251
1.264,0.10137781137440251
1.266,0.10137781137440251
1.268,0.10137781137440251
1.27,0.10137781137440251
1.272,0.10137781137440251
1.274,0.10137781137440251
1.276,0.10137781137440251
1.278,0.10137781137440251
1.28,0.10137781137440251
1.282,0.10137781137440251
1.284,0.10137781137440251
1.286,0.10137781137440251
1.288,0.10137781137440251
1.29,0.10137781137440251
1.292,0.10137781137440251
1.294,0.10137781137440251
1.296,0.10137781137440251
1.298,0.10137781137440251
1.3,0.10137781137440251
1.302,0.10137781137440251
1.304,0.10137781137440251
1.306,0.10137781137440251
1.308,0.10137781137440251
1.31,0.10137781137440251
1.312,0.10137781137440251
1.314,0.10137781137440251
1.316,0.10137781137440251
1.318,0.10137781137440251
1.32,0.10137781137440251
1.322,0.10137781137440251
1.324,0.10137781137440251
1.326,0.10137781137440251
1.328,0.10137781137440251
1.33,0.10137781137440251
1.332,0.10137781137440251
1.334,0.10137781137440251
1.336,0.10137781137440251
1.338,0.10137781137440251
1.34,0.10137781137440251
1.342,0.10137781137440251
1.344,0.10137781137440251
1.346,0.10137781137440251
1.348,0.10137781137440251
1.35,0.10137781137440251
1.352,0.10137781137440251
1.354,0.10137781137440251
1.356,0.10137781137440251
1.358,0.10137781137440251
1.36,0.10137781137440251
1.362,0.10137781137440251
1.364,0.10137781137440251
1.366,0.10137781137440251
1.368,0.10137781137440251
1.37,0.10137781137440251
1.372,0.10137781137440251
1.374,0.10137781137440251
1.3760000000000001,0.10137781137440251
1.3780000000000001,0.10137781137440251
1.3800000000000001,0.10137781137440251
1.3820000000000001,0.10137781137440251
1.3840000000000001,0.10137781137440251
1.3860000000000001,0.10137781137440251
1.3880000000000001,0.10137781137440251
1.3900000000000001,0.10137781137440251
1.3920000000000001,0.10137781137440251
1.3940000000000001,0.10137781137440251
1.3960000000000001,0.10137781137440251
1.3980000000000001,0.10137781137440251
1.4000000000000001,0.10137781137440251
1.4020000000000001,0.10137781137440251
1.4040000000000001,0.10137781137440251
1.4060000000000001,0.10137781137440251
1.408,0.10137781137440251
1.41,0.10137781137440251
1.412,0.10137781137440251
1.414,0.10137781137440251
1.416,0.10137781137440251
1.418,0.10137781137440251
1.42,0.10137781137440251
1.422,0.10137781137440251
1.424,0.10137781137440251
1.426,0.10137781137440251
1.428,0.10137781137440251
1.43,0.10137781137440251
1.432,0.10137781137440251
1.434,0.10137781137440251
1.436,0.10137781137440251
1.438,0.10137781137440251
1.44,0.10137781137440251
1.442,0.10137781137440251
1.444,0.10137781137440251
1.446,0.10137781137440251
1.448,0.10137781137440251
1.45,0.10137781137440251
1.452,0.10137781137440251
1.454,0.10137781137440251
1.456,0.10137781137440251
1.458,0.10137781137440251
1.46,0.10137781137440251
1.462,0.10137781137440251
1.464,0.10137781137440251
1.466,0.10137781137440251
1.468,0.10137781137440251
1.47,0.10137781137440251
1.472,0.10137781137440251
1.474,0.10137781137440251
1.476,0.10137781137440251
1.478,0.10137781137440251
1.48,0.10137781137440251
1.482,0.10137781137440251
1.484,0.10137781137440251
1.486,0.10137781137440251
1.488,0.10137781137440251
1.49,0.10137781137440251
1.492,0.10137781137440251
1.494,0.10137781137440251
1.496,0.10137781137440251
1.498,0.10137781137440251
1.5,0.10137781137440251
1.502,0.10137781137440251
1.504,0.10137781137440251
1.506,0.10137781137440251
1.508,0.10137781137440251
1.51,0.10137781137440251
1.512,0.10137781137440251
1.514,0.10137781137440251
1.516,0.10137781137440251
1.518,0.10137781137440251
1.52,0.10137781137440251
1.522,0.10137781137440251
1.524,0.10137781137440251
1.526,0.10137781137440251
1.528,0.10137781137440251
1.53,0.10137781137440251
1.532,0.10137781137440251
1.534,0.10137781137440251
1.536,0.10137781137440251
1.538,0.10137781137440251
1.54,0.10137781137440251
1.542,0.10137781137440251
1.544,0.10137781137440251
1.546,0.10137781137440251
1.548,0.10137781137440251
1.55,0.10137781137440251
1.552,0.10137781137440251
1.554,0.10137781137440251
1.556,0.10137781137440251
1.558,0.10137781137440251
1.56,0.10137781137440251
1.562,0.10137781137440251
1.564,0.10137781137440251
1.566,0.10137781137440251
1.568,0.10137781137440251
1.57,0.10137781137440251
1.572,0.10137781137440251
1.574,0.10137781137440251
1.576,0.10137781137440251
1.578,0.10137781137440251
1.58,0.10137781137440251
1.582,0.10137781137440251
1.584,0.10137781137440251
1.586,0.10137781137440251
1.588,0.10137781137440251
1.59,0.10137781137440251
1.592,0.10137781137440251
1.594,0.10137781137440251
1.596,0.10137781137440251
1.598,0.10137781137440251
1.6,0.10137781137440251
1.602,0.10137781137440251
1.604,0.10137781137440251
1.606,0.10137781137440251
1.608,0.10137781137440251
1.61,0.10137781137440251
1.612,0.10137781137440251
1.614,0.10137781137440251
1.616,0.10137781137440251
1.618,0.10137781137440251
1.62,0.10137781137440251
1.622,0.10137781137440251
1.624,0.10137781137440251
1.6260000000000001,0.10137781137440251
1.6280000000000001,0.10137781137440251
1.6300000000000001,0.10137781137440251
1.6320000000000001,0.10137781137440251
1.6340000000000001,0.10137781137440251
1.6360000000000001,0.10137781137440251
1.6380000000000001,0.10137781137440251
1.6400000000000001,0.10137781137440251
1.6420000000000001,0.10137781137440251
1.6440000000000001,0.10137781137440251
1.6460000000000001,0.10137781137440251
1.6480000000000001,0.10137781137440251
1.6500000000000001,0.10137781137440251
1.6520000000000001,0.10137781137440251
1.6540000000000001,0.10137781137440251
1.6560000000000001,0.10137781137440251
1.6580000000000001,0.10137781137440251
1.6600000000000001,0.10137781137440251
1.6620000000000001,0.10137781137440251
1.6640000000000001,0.10137781137440251
1.666,0.10137781137440251
1.668,0.10137781137440251
1.67,0.10137781137440251
1.672,0.10137781137440251
1.674,0.10137781137440251
1.676,0.10137781137440251
1.678,0.10137781137440251
1.68,0.10137781137440251
1.682,0.10137781137440251
1.684,0.10137781137440251
1.686,0.10137781137440251
1.688,0.10137781137440251
1.69,0.10137781137440251
1.692,0.10137781137440251
1.694,0.10137781137440251
1.696,0.10137781137440251
1.698,0.14527168887959296
1.7,0.14527168887959296
1.702,0.14527168887959296
1.704,0.14527168887959296
1.706,0.14527168887959296
1.708,0.14527168887959296
1.71,0.14527168887959296
1.712,0.14527168887959296
1.714,0.14527168887959296
1.716,0.14527168887959296
1.718,0.14527168887959296
1.72,0.14527168887959296
1.722,0.14527168887959296
1.724,0.14527168887959296
1.726,0.14527168887959296
1.728,0.14527168887959296
1.73,0.14527168887959296
1.732,0.14527168887959296
1.734,0.14527168887959296
1.736,0.14527168887959296
1.738,0.14527168887959296
1.74,0.14527168887959296
1.742,0.14527168887959296
1.744,0.14527168887959296
1.746,0.14527168887959296
1.748,0.14527168887959296
1.75,0.14527168887959296
1.752,0.14527168887959296
1.754,0.14527168887959296
1.756,0.14527168887959296
1.758,0.14527168887959296
1.76,0.14527168887959296
1.762,0.14527168887959296
1.764,0.14527168887959296
1.766,0.14527168887959296
1.768,0.14527168887959296
1.77,0.14527168887959296
1.772,0.14527168887959296
1.774,0.14527168887959296
1.776,0.14527168887959296
1.778,0.14527168887959296
1.78,0.14527168887959296
1.782,0.14527168887959296
1.784,0.14527168887959296
1.786,0.14527168887959296
1.788,0.14527168887959296
1.79,0.14527168887959296
1.792,0.14527168887959296
1.794,0.14527168887959296
1.796,0.14527168887959296
1.798,0.14527168887959296
1.8,0.14527168887959296
1.802,0.14527168887959296
1.804,0.14527168887959296
1.806,0.14527168887959296
1.808,0.14527168887959296
1.81,0.14527168887959296
1.812,0.14527168887959296
1.814,0.14527168887959296
1.816,0.14527168887959296
1.818,0.14527168887959296
1.82,0.14527168887959296
1.822,0.14527168887959296
1.824,0.14527168887959296
1.826,0.14527168887959296
1.828,0.14527168887959296
1.83,0.14527168887959296
1.832,0.14527168887959296
1.834,0.14527168887959296
1.836,0.14527168887959296
1.838,0.14527168887959296
1.84,0.14527168887959296
1.842,0.14527168887959296
1.844,0.14527168887959296
1.846,0.14527168887959296
1.848,0.14527168887959296
1.85,0.14527168887959296
1.852,0.14527168887959296
1.854,0.14527168887959296
1.856,0.14527168887959296
1.858,0.14527168887959296
1.86,0.14527168887959296
1.862,0.14527168887959296
1.864,0.14527168887959296
1.866,0.14527168887959296
1.868,0.14527168887959296
1.87,0.14527168887959296
1.872,0.14527168887959296
1.874,0.14527168887959296
1.8760000000000001,0.14527168887959296
1.8780000000000001,0.14527168887959296
1.8800000000000001,0.14527168887959296
1.8820000000000001,0.14527168887959296
1.8840000000000001,0.14527168887959296
1.8860000000000001,0.14527168887959296
1.8880000000000001,0.14527168887959296
1.8900000000000001,0.14527168887959296
1.8920000000000001,0.14527168887959296
1.8940000000000001,0.14527168887959296
1.8960000000000001,0.14527168887959296
1.8980000000000001,0.14527168887959296
1.9000000000000001,0.14527168887959296
1.9020000000000001,0.14527168887959296
1.9040000000000001,0.14527168887959296
1.9060000000000001,0.14527168887959296
1.9080000000000001,0.14527168887959296
1.9100000000000001,0.14527168887959296
1.9120000000000001,0.14527168887959296
1.9140000000000001,0.14527168887959296
1.9160000000000001,0.14527168887959296
1.9180000000000001,0.14527168887959296
1.92,0.14527168887959296
1.922,0.14527168887959296
1.924,0.14527168887959296
1.926,0.14527168887959296
1.928,0.14527168887959296
1.93,0.14527168887959296
1.932,0.14527168887959296
1.934,0.14527168887959296
1.936,0.14527168887959296
1.938,0.14527168887959296
1.94,0.14527168887959296
1.942,0.14527168887959296
1.944,0.14527168887959296
1.946,0.14527168887959296
1.948,0.14527168887959296
1.95,0.14527168887959296
1.952,0.14527168887959296
1.954,0.14527168887959296
1.956,0.14527168887959296
1.958,0.14527168887959296
1.96,0.14527168887959296
1.962,0.14527168887959296
1.964,0.14527168887959296
1.966,0.14527168887959296
1.968,0.14527168887959296
1.97,0.14527168887959296
1.972,0.14527168887959296
1.974,0.14527168887959296
1.976,0.14527168887959296
1.978,0.14527168887959296
1.98,0.14527168887959296
1.982,0.14527168887959296
1.984,0.14527168887959296
1.986,0.14527168887959296
1.988,0.14527168887959296
1.99,0.14527168887959296
1.992,0.14527168887959296
1.994,0.14527168887959296
1.996,0.14527168887959296
1.998,0.14527168887959296
2.0,0.14527168887959296
2.0020000000000002,0.14527168887959296
2.004,0.14527168887959296
2.0060000000000002,0.14527168887959296
2.008,0.14527168887959296
2.0100000000000002,0.14527168887959296
2.012,0.14527168887959296
2.0140000000000002,0.14527168887959296
2.016,0.14527168887959296
2.0180000000000002,0.14527168887959296
2.02,0.14527168887959296
2.0220000000000002,0.14527168887959296
2.024,0.14527168887959296
2.0260000000000002,0.14527168887959296
2.028,0.14527168887959296
