r_mm,t_mm,B_r
0.292,0.1013778113744025,8.904587357155748
0.294,0.1013778113744025,8.903282930659499
0.296,0.1013778113744025,8.901969793273489
0.298,0.1013778113744025,8.900647948908562
0.3,0.1013778113744025,8.899317401501097
0.30200000000000005,0.1013778113744025,8.897978155012998
0.304,0.1013778113744025,8.896630213431667
0.306,0.1013778113744025,8.895273580769988
0.308,0.1013778113744025,8.893908261066308
0.31,0.1013778113744025,8.892534258384412
0.312,0.1013778113744025,8.891151576813513
0.314,0.1013778113744025,8.889760220468213
0.316,0.1013778113744025,8.88836019348851
0.318,0.1013778113744025,8.886951500039746
0.32,0.1013778113744025,8.885534144312615
0.322,0.1013778113744025,8.884108130523119
0.324,0.1013778113744025,8.882673462912567
0.326,0.1013778113744025,8.88123014574754
0.328,0.1013778113744025,8.879778183319873
0.33,0.1013778113744025,8.87831757994664
0.3320000000000001,0.1013778113744025,8.87684833997012
0.334,0.1013778113744025,8.87537046775779
0.336,0.1013778113744025,8.873883967702296
0.338,0.1013778113744025,8.87238884422143
0.34,0.1013778113744025,8.870885101758107
0.342,0.1013778113744025,8.869372744780353
0.344,0.1013778113744025,8.867851777781272
0.34600000000000003,0.1013778113744025,8.866322205279024
0.348,0.1013778113744025,8.864784031816818
0.35,0.1013778113744025,8.863237261962858
0.352,0.1013778113744025,8.861681900310362
0.354,0.1013778113744025,8.860117951477502
0.356,0.1013778113744025,8.858545420107403
0.358,0.1013778113744025,8.85696431086811
0.36,0.1013778113744025,8.855374628452575
0.36200000000000004,0.1013778113744025,8.85377637757862
0.364,0.1013778113744025,8.852169562988925
0.366,0.1013778113744025,8.850554189450998
0.368,0.1013778113744025,8.848930261757156
0.37,0.1013778113744025,8.8472977847245
0.372,0.1013778113744025,8.845656763194885
0.374,0.1013778113744025,8.84400720203491
0.37600000000000006,0.1013778113744025,8.842349106135876
0.378,0.1013778113744025,8.84068248041378
0.38,0.1013778113744025,8.839007329809274
0.382,0.1013778113744025,8.837323659287653
0.384,0.1013778113744025,8.835631473838827
0.386,0.1013778113744025,8.833930778477292
0.388,0.1013778113744025,8.832221578242114
0.39000000000000007,0.1013778113744025,8.83050387819689
0.392,0.1013778113744025,8.82877768342974
0.394,0.1013778113744025,8.827042999053267
0.396,0.1013778113744025,8.825299830204544
0.398,0.1013778113744025,8.82354818204508
0.4,0.1013778113744025,8.821788059760797
0.402,0.1013778113744025,8.820019468562007
0.404,0.1013778113744025,8.818242413683384
0.4060000000000001,0.1013778113744025,8.816456900383937
0.408,0.1013778113744025,8.814662933946984
0.41,0.1013778113744025,8.812860519680132
0.412,0.1013778113744025,8.811049662915245
0.414,0.1013778113744025,8.809230369008413
0.416,0.1013778113744025,8.80740264333994
0.418,0.1013778113744025,8.805566491314302
0.42000000000000004,0.1013778113744025,8.803721918360136
0.422,0.1013778113744025,8.801868929930196
0.424,0.1013778113744025,8.800007531501338
0.426,0.1013778113744025,8.79813772857449
0.428,0.1013778113744025,8.796259526674627
0.43,0.1013778113744025,8.794372931350738
0.432,0.1013778113744025,8.792477948175803
0.43400000000000005,0.1013778113744025,8.790574582746764
0.43600000000000005,0.1013778113744025,8.788662840684506
0.438,0.1013778113744025,8.786742727633802
0.44,0.1013778113744025,8.78481424926333
0.442,0.1013778113744025,8.782877411265606
0.444,0.1013778113744025,8.780932219356968
0.446,0.1013778113744025,8.778978679277554
0.448,0.1013778113744025,8.777016796791271
0.45000000000000007,0.1013778113744025,8.77504657768576
0.452,0.1013778113744025,8.77306802777238
0.454,0.1013778113744025,8.771081152886163
0.456,0.1013778113744025,8.769085958885805
0.458,0.1013778113744025,8.767082451653618
0.46,0.1013778113744025,8.765070637095512
0.462,0.1013778113744025,8.763050521140972
0.4640000000000001,0.1013778113744025,8.761022109743005
0.466,0.1013778113744025,8.75898540887814
0.468,0.1013778113744025,8.75694042454638
0.47,0.1013778113744025,8.754887162771176
0.472,0.1013778113744025,8.752825629599402
0.474,0.1013778113744025,8.750755831101321
0.476,0.1013778113744025,8.748677773370558
0.478,0.1013778113744025,8.746591462524067
0.48000000000000004,0.1013778113744025,8.744496904702103
0.482,0.1013778113744025,8.742394106068193
0.484,0.1013778113744025,8.740283072809106
0.486,0.1013778113744025,8.738163811134813
0.488,0.1013778113744025,8.736036327278471
0.49,0.1013778113744025,8.733900627496391
0.49200000000000005,0.1013778113744025,8.731756718067992
0.494,0.1013778113744025,8.729604605295785
0.496,0.1013778113744025,8.727444295505336
0.49799999999999994,0.1013778113744025,8.725275795045244
0.5,0.1013778113744025,8.723099110287096
0.5020000000000001,0.1013778113744025,8.720914247625444
0.504,0.1013778113744025,8.71872121347777
0.506,0.1013778113744025,8.716520014284459
0.508,0.1013778113744025,8.714310656508767
0.51,0.1013778113744025,8.712093146636786
0.512,0.1013778113744025,8.709867491177413
0.514,0.1013778113744025,8.70763369666232
0.5160000000000001,0.1013778113744025,8.705391769645919
0.518,0.1013778113744025,8.703141716705339
0.52,0.1013778113744025,8.700883544440376
0.522,0.1013778113744025,8.698617259473483
0.524,0.1013778113744025,8.696342868449719
0.526,0.1013778113744025,8.694060378036724
0.528,0.1013778113744025,8.691769794924689
0.5300000000000001,0.1013778113744025,8.689471125826321
0.532,0.1013778113744025,8.687164377476808
0.534,0.1013778113744025,8.684849556633788
0.536,0.1013778113744025,8.682526670077317
0.538,0.1013778113744025,8.680195724609833
0.54,0.1013778113744025,8.67785672705613
0.542,0.1013778113744025,8.675509684263307
0.5440000000000002,0.1013778113744025,8.673154603100766
0.546,0.1013778113744025,8.67079149046014
0.548,0.1013778113744025,8.668420353255293
0.55,0.1013778113744025,8.666041198422263
0.552,0.1013778113744025,8.663654032919245
0.554,0.1013778113744025,8.661258863726545
0.556,0.1013778113744025,8.658855697846546
0.558,0.1013778113744025,8.65644454230369
0.56,0.1013778113744025,8.654025404144425
0.562,0.1013778113744025,8.651598290437171
0.5640000000000001,0.1013778113744025,8.64916320827231
0.5660000000000001,0.1013778113744025,8.646720164762113
0.5680000000000001,0.1013778113744025,8.644269167040749
0.5700000000000001,0.1013778113744025,8.641810222264205
0.5720000000000001,0.1013778113744025,8.63934333761029
0.5740000000000001,0.1013778113744025,8.636868520278576
0.5760000000000001,0.1013778113744025,8.634385777490373
0.578,0.1013778113744025,8.63189511648869
0.58,0.1013778113744025,8.629396544538208
0.582,0.1013778113744025,8.62689006892523
0.584,0.1013778113744025,8.624375696957657
0.586,0.1013778113744025,8.62185343596495
0.588,0.1013778113744025,8.619323293298093
0.5900000000000001,0.1013778113744025,8.616785276329558
0.592,0.1013778113744025,8.614239392453271
0.594,0.1013778113744025,8.611685649084572
0.596,0.1013778113744025,8.609124053660183
0.598,0.1013778113744025,8.606554613638165
0.6,0.1013778113744025,8.603977336497898
0.602,0.1013778113744025,8.601392229740025
0.6040000000000001,0.1013778113744025,8.598799300886425
0.606,0.1013778113744025,8.596198557480177
0.608,0.1013778113744025,8.59359000708553
0.61,0.1013778113744025,8.590973657287844
0.612,0.1013778113744025,8.588349515693581
0.614,0.1013778113744025,8.585717589930248
0.616,0.1013778113744025,8.58307788764637
0.6180000000000001,0.1013778113744025,8.580430416511453
0.62,0.1013778113744025,8.577775184215934
0.622,0.1013778113744025,8.575112198471167
0.624,0.1013778113744025,8.572441467009362
0.626,0.1013778113744025,8.569762997583569
0.628,0.1013778113744025,8.567076797967616
0.63,0.1013778113744025,8.564382875956095
0.632,0.1013778113744025,8.561681239364315
0.634,0.1013778113744025,8.558971896028256
0.636,0.1013778113744025,8.556254853804544
0.638,0.1013778113744025,8.553530120570409
0.64,0.1013778113744025,8.550797704223642
0.642,0.1013778113744025,8.548057612682562
0.644,0.1013778113744025,8.545309853885978
0.646,0.1013778113744025,8.54255443579315
0.648,0.1013778113744025,8.539791366383746
0.6500000000000001,0.1013778113744025,8.537020653657807
0.652,0.1013778113744025,8.534242305635713
0.654,0.1013778113744025,8.531456330358136
0.656,0.1013778113744025,8.528662735886009
0.658,0.1013778113744025,8.525861530300476
0.66,0.1013778113744025,8.523052721702872
0.662,0.1013778113744025,8.52023631821466
0.6640000000000001,0.1013778113744025,8.517412327977416
0.666,0.1013778113744025,8.514580759152768
0.668,0.1013778113744025,8.511741619922372
0.67,0.1013778113744025,8.508894918487867
0.672,0.1013778113744025,8.506040663070833
0.674,0.1013778113744025,8.503178861912758
0.676,0.1013778113744025,8.500309523274995
0.6780000000000002,0.1013778113744025,8.497432655438717
0.68,0.1013778113744025,8.494548266704887
0.682,0.1013778113744025,8.491656365394213
0.684,0.1013778113744025,8.488756959847107
0.686,0.1013778113744025,8.485850058423644
0.6880000000000001,0.1013778113744025,8.482935669503528
0.6900000000000001,0.1013778113744025,8.480013801486047
0.6920000000000002,0.1013778113744025,8.477084462790033
0.6940000000000001,0.1013778113744025,8.474147661853824
0.6960000000000001,0.1013778113744025,8.471203407135214
0.6980000000000001,0.1013778113744025,8.468251707111431
0.7000000000000001,0.1013778113744025,8.465292570279079
0.7020000000000001,0.1013778113744025,8.462326005154104
0.704,0.1013778113744025,8.459352020271755
0.706,0.1013778113744025,8.45637062418654
0.708,0.1013778113744025,8.453381825472187
0.71,0.1013778113744025,8.450385632721602
0.712,0.1013778113744025,8.44738205454682
0.714,0.1013778113744025,8.444371099578989
0.716,0.1013778113744025,8.441352776468293
0.718,0.1013778113744025,8.438327093883936
0.72,0.1013778113744025,8.4352940605141
0.722,0.1013778113744025,8.432253685065886
0.7240000000000001,0.1013778113744025,8.42920597626529
0.726,0.1013778113744025,8.426150942857152
0.728,0.1013778113744025,8.42308859360512
0.73,0.1013778113744025,8.420018937291601
0.732,0.1013778113744025,8.416941982717724
0.734,0.1013778113744025,8.413857738703296
0.736,0.1013778113744025,8.410766214086765
0.7380000000000001,0.1013778113744025,8.40766741772517
0.74,0.1013778113744025,8.404561358494103
0.742,0.1013778113744025,8.401448045287667
0.744,0.1013778113744025,8.39832748701843
0.746,0.1013778113744025,8.395199692617389
0.748,0.1013778113744025,8.392064671033923
0.75,0.1013778113744025,8.388922431235747
0.7520000000000001,0.1013778113744025,8.385772982208879
0.754,0.1013778113744025,8.38261633295759
0.756,0.1013778113744025,8.379452492504354
0.758,0.1013778113744025,8.376281469889829
0.76,0.1013778113744025,8.373103274172786
0.762,0.1013778113744025,8.369917914430088
0.764,0.1013778113744025,8.366725399756627
0.7660000000000001,0.1013778113744025,8.363525739265299
0.768,0.1013778113744025,8.36031894208695
0.77,0.1013778113744025,8.357105017370342
0.772,0.1013778113744025,8.353883974282091
0.774,0.1013778113744025,8.350655822006642
0.776,0.1013778113744025,8.347420569746223
0.778,0.1013778113744025,8.344178226720793
0.7800000000000001,0.1013778113744025,8.340928802167998
0.782,0.1013778113744025,8.337672305343137
0.784,0.1013778113744025,8.334408745519115
0.786,0.1013778113744025,8.331138131986393
0.788,0.1013778113744025,8.327860474052947
0.79,0.1013778113744025,8.32457578104423
0.792,0.1013778113744025,8.321284062303114
0.7940000000000002,0.1013778113744025,8.317985327189866
0.796,0.1013778113744025,8.314679585082079
0.798,0.1013778113744025,8.31136684537465
0.8,0.1013778113744025,8.30804711747972
0.802,0.1013778113744025,8.304720410826645
0.804,0.1013778113744025,8.30138673486193
0.806,0.1013778113744025,8.298046099049207
0.808,0.1013778113744025,8.294698512869171
0.81,0.1013778113744025,8.291343985819552
0.8120000000000002,0.1013778113744025,8.287982527415053
0.8140000000000001,0.1013778113744025,8.284614147187321
0.8160000000000001,0.1013778113744025,8.281238854684899
0.8180000000000001,0.1013778113744025,8.277856659473164
0.8200000000000001,0.1013778113744025,8.274467571134307
0.8220000000000001,0.1013778113744025,8.271071599267271
0.8240000000000001,0.1013778113744025,8.26766875348771
0.8260000000000002,0.1013778113744025,8.264259043427943
0.8280000000000001,0.1013778113744025,8.260842478736917
0.8300000000000001,0.1013778113744025,8.257419069080147
0.8320000000000001,0.1013778113744025,8.25398882413968
0.834,0.1013778113744025,8.25055175361405
0.836,0.1013778113744025,8.247107867218226
0.838,0.1013778113744025,8.243657174683571
0.8400000000000001,0.1013778113744025,8.240199685757798
0.842,0.1013778113744025,8.236735410204918
0.844,0.1013778113744025,8.2332643578052
0.846,0.1013778113744025,8.22978653835512
0.848,0.1013778113744025,8.22630196166732
0.85,0.1013778113744025,8.22281063757056
0.852,0.1013778113744025,8.219312575909669
0.8540000000000001,0.1013778113744025,8.215807786545504
0.856,0.1013778113744025,8.212296279354895
0.858,0.1013778113744025,8.208778064230616
0.86,0.1013778113744025,8.205253151081314
0.862,0.1013778113744025,8.201721549831484
0.864,0.1013778113744025,8.198183270421415
0.866,0.1013778113744025,8.194638322807139
0.8680000000000001,0.1013778113744025,8.191086716960388
0.87,0.1013778113744025,8.187528462868551
0.8720000000000001,0.1013778113744025,8.18396357053462
0.874,0.1013778113744025,8.18039204997715
0.876,0.1013778113744025,8.17681391123021
0.878,0.1013778113744025,8.173229164343331
0.88,0.1013778113744025,8.169637819381466
0.882,0.1013778113744025,8.16603988642494
0.884,0.1013778113744025,8.162435375569405
0.8860000000000001,0.1013778113744025,8.158824296925788
0.888,0.1013778113744025,8.15520666062025
0.89,0.1013778113744025,8.15158247679413
0.892,0.1013778113744025,8.147951755603913
0.894,0.1013778113744025,8.144314507221166
0.896,0.1013778113744025,8.140670741832498
0.898,0.1013778113744025,8.137020469639513
0.9000000000000001,0.1013778113744025,8.133363700858764
0.902,0.1013778113744025,8.129700445721703
0.904,0.1013778113744025,8.126030714474627
0.906,0.1013778113744025,8.122354517378648
0.908,0.1013778113744025,8.118671864709626
0.91,0.1013778113744025,8.114982766758128
0.912,0.1013778113744025,8.11128723382939
0.9140000000000001,0.1013778113744025,8.107585276243254
0.916,0.1013778113744025,8.103876904334129
0.918,0.1013778113744025,8.100162128450942
0.92,0.1013778113744025,8.096440958957084
0.922,0.1013778113744025,8.092713406230372
0.924,0.1013778113744025,8.088979480662992
0.926,0.1013778113744025,8.085239192661458
0.9280000000000002,0.1013778113744025,8.081492552646557
0.93,0.1013778113744025,8.077739571053307
0.932,0.1013778113744025,8.073980258330902
0.934,0.1013778113744025,8.070214624942668
0.936,0.1013778113744025,8.066442681366018
0.938,0.1013778113744025,8.062664438092392
0.94,0.1013778113744025,8.058879905627224
0.9420000000000001,0.1013778113744025,8.055089094489876
0.944,0.1013778113744025,8.051292015213608
0.9460000000000001,0.1013778113744025,8.047488678345516
0.948,0.1013778113744025,8.043679094446484
0.95,0.1013778113744025,8.039863274091141
0.952,0.1013778113744025,8.036041227867814
0.954,0.1013778113744025,8.03221296637847
0.956,0.1013778113744025,8.028378500238672
0.958,0.1013778113744025,8.024537840077532
0.9600000000000001,0.1013778113744025,8.02069099653766
0.962,0.1013778113744025,8.016837980275113
0.964,0.1013778113744025,8.012978801959349
0.966,0.1013778113744025,8.009113472273182
0.968,0.1013778113744025,8.005242001912716
0.97,0.1013778113744025,8.00136440158732
0.972,0.1013778113744025,7.997480682019561
0.9740000000000001,0.1013778113744025,7.993590853945159
0.976,0.1013778113744025,7.9896949281129395
0.9779999999999999,0.1013778113744025,7.985792915284785
0.98,0.1013778113744025,7.981884826235585
0.982,0.1013778113744025,7.977970671753176
0.9840000000000001,0.1013778113744025,7.974050462638318
0.9860000000000001,0.1013778113744025,7.970124209704616
0.988,0.1013778113744025,7.966191923778486
0.99,0.1013778113744025,7.962253615699101
0.992,0.1013778113744025,7.958309296318349
0.9940000000000001,0.1013778113744025,7.954358976500773
0.9959999999999999,0.1013778113744025,7.950402667123522
0.998,0.1013778113744025,7.946440379076311
1.0,0.1013778113744025,7.942472123261358
1.002,0.1013778113744025,7.938497910593347
1.0040000000000002,0.1013778113744025,7.934517751999371
1.006,0.1013778113744025,7.93053165841888
1.008,0.1013778113744025,7.926539640803637
1.01,0.1013778113744025,7.922541710117662
1.012,0.1013778113744025,7.918537877337191
1.014,0.1013778113744025,7.914528153450616
1.016,0.1013778113744025,7.91051254945844
1.018,0.1013778113744025,7.906491076373225
1.02,0.1013778113744025,7.9024637452195465
1.022,0.1013778113744025,7.898430567033934
1.024,0.1013778113744025,7.894391552864833
1.026,0.1013778113744025,7.890346713772539
1.028,0.1013778113744025,7.886296060829167
1.03,0.1013778113744025,7.882239605118584
1.0320000000000003,0.1013778113744025,7.878177357736367
1.034,0.1013778113744025,7.87410932978975
1.036,0.1013778113744025,7.870035532397575
1.038,0.1013778113744025,7.86595597669024
1.04,0.1013778113744025,7.8618706738096495
1.042,0.1013778113744025,7.8577796349091695
1.044,0.1013778113744025,7.85368287115356
1.046,0.1013778113744025,7.849580393718946
1.048,0.1013778113744025,7.845472213792751
1.05,0.1013778113744025,7.8413583425736535
1.052,0.1013778113744025,7.837238791271538
1.054,0.1013778113744025,7.833113571107434
1.056,0.1013778113744025,7.828982693313482
1.058,0.1013778113744025,7.824846169132861
1.0600000000000003,0.1013778113744025,7.820704009819762
1.062,0.1013778113744025,7.8165562266393165
1.064,0.1013778113744025,7.81240283086756
1.066,0.1013778113744025,7.808243833791369
1.068,0.1013778113744025,7.804079246708425
1.07,0.1013778113744025,7.799909080927145
1.072,0.1013778113744025,7.795733347766649
1.074,0.1013778113744025,7.791552058556695
1.076,0.1013778113744025,7.787365224637637
1.0780000000000003,0.1013778113744025,7.783172857360368
1.08,0.1013778113744025,7.778974968086273
1.082,0.1013778113744025,7.774771568187178
1.084,0.1013778113744025,7.770562669045291
1.086,0.1013778113744025,7.766348282053166
1.0880000000000003,0.1013778113744025,7.762128418613637
1.09,0.1013778113744025,7.757903090139774
1.092,0.1013778113744025,7.753672308054828
1.094,0.1013778113744025,7.74943608379219
1.096,0.1013778113744025,7.7451944287953225
1.098,0.1013778113744025,7.740947354517727
1.1,0.1013778113744025,7.73669487242288
1.102,0.1013778113744025,7.732436993984179
1.104,0.1013778113744025,7.728173730684908
1.1060000000000003,0.1013778113744025,7.7239050940181695
1.108,0.1013778113744025,7.719631095486841
1.11,0.1013778113744025,7.7153517466035195
1.112,0.1013778113744025,7.711067058890474
1.114,0.1013778113744025,7.706777043879593
1.116,0.1013778113744025,7.702481713112334
1.118,0.1013778113744025,7.6981810781396645
1.12,0.1013778113744025,7.693875150522024
1.122,0.1013778113744025,7.689563941829261
1.124,0.1013778113744025,7.685247463640585
1.126,0.1013778113744025,7.6809257275445155
1.128,0.1013778113744025,7.6765987451388344
1.13,0.1013778113744025,7.672266528030524
1.132,0.1013778113744025,7.667929087835727
1.1340000000000001,0.1013778113744025,7.663586436179687
1.136,0.1013778113744025,7.659238584696701
1.138,0.1013778113744025,7.654885545030066
1.14,0.1013778113744025,7.650527328832024
1.142,0.1013778113744025,7.646163947763722
1.144,0.1013778113744025,7.641795413495143
1.146,0.1013778113744025,7.637421737705072
1.148,0.1013778113744025,7.633042932081026
1.15,0.1013778113744025,7.628659008319222
1.1520000000000001,0.1013778113744025,7.624269978124511
1.154,0.1013778113744025,7.619875853210328
1.156,0.1013778113744025,7.6154766452986475
1.158,0.1013778113744025,7.611072366119924
1.16,0.1013778113744025,7.606663027413043
1.162,0.1013778113744025,7.6022486409252705
1.164,0.1013778113744025,7.5978292184122
1.166,0.1013778113744025,7.593404771637703
1.168,0.1013778113744025,7.588975312373868
1.17,0.1013778113744025,7.58454085240096
1.172,0.1013778113744025,7.580101403507368
1.174,0.1013778113744025,7.575656977489541
1.176,0.1013778113744025,7.5712075861519486
1.178,0.1013778113744025,7.566753241307027
1.1800000000000002,0.1013778113744025,7.562293954775119
1.182,0.1013778113744025,7.557829738384433
1.184,0.1013778113744025,7.553360603970984
1.186,0.1013778113744025,7.548886563378543
1.188,0.1013778113744025,7.544407628458586
1.19,0.1013778113744025,7.5399238110702465
1.192,0.1013778113744025,7.535435123080252
1.194,0.1013778113744025,7.530941576362881
1.196,0.1013778113744025,7.526443182799911
1.198,0.1013778113744025,7.521939954280561
1.2,0.1013778113744025,7.517431902701448
1.202,0.1013778113744025,7.512919039966523
1.204,0.1013778113744025,7.508401377987031
1.206,0.1013778113744025,7.503878928681455
1.2080000000000002,0.1013778113744025,7.4993517039754565
1.21,0.1013778113744025,7.494819715801835
1.212,0.1013778113744025,7.490282976100471
1.214,0.1013778113744025,7.485741496818271
1.216,0.1013778113744025,7.481195289909119
1.218,0.1013778113744025,7.476644367333827
1.22,0.1013778113744025,7.472088741060075
1.222,0.1013778113744025,7.467528423062365
1.224,0.1013778113744025,7.4629634253219725
1.2260000000000002,0.1013778113744025,7.4583937598268815
1.228,0.1013778113744025,7.453819438571749
1.23,0.1013778113744025,7.449240473557834
1.232,0.1013778113744025,7.444656876792969
1.234,0.1013778113744025,7.440068660291483
1.2360000000000002,0.1013778113744025,7.435475836074168
1.238,0.1013778113744025,7.430878416168222
1.24,0.1013778113744025,7.426276412607188
1.242,0.1013778113744025,7.421669837430917
1.244,0.1013778113744025,7.417058702685502
1.246,0.1013778113744025,7.412443020423234
1.248,0.1013778113744025,7.407822802702552
1.25,0.1013778113744025,7.403198061587981
1.252,0.1013778113744025,7.398568809150092
1.2540000000000002,0.1013778113744025,7.393935057465437
1.256,0.1013778113744025,7.38929681861651
1.258,0.1013778113744025,7.384654104691688
1.26,0.1013778113744025,7.380006927785177
1.262,0.1013778113744025,7.375355299996965
1.264,0.1013778113744025,7.370699233432769
1.266,0.1013778113744025,7.366038740203979
1.268,0.1013778113744025,7.361373832427609
1.27,0.1013778113744025,7.356704522226245
1.272,0.1013778113744025,7.352030821727998
