r_mm,mirror_before_um,mirror_after_um
1.342,271.19999999999993,274.3999999999999
1.344,271.19999999999993,274.3999999999999
1.346,271.19999999999993,274.3999999999999
1.348,271.19999999999993,274.3999999999999
1.35,271.19999999999993,274.3999999999999
1.352,271.19999999999993,274.3999999999999
1.354,271.19999999999993,274.3999999999999
1.356,271.19999999999993,274.3999999999999
1.358,271.19999999999993,274.3999999999999
1.36,271.19999999999993,274.3999999999999
1.362,271.19999999999993,274.3999999999999
1.364,271.19999999999993,274.3999999999999
1.366,271.19999999999993,274.3999999999999
1.368,271.19999999999993,274.3999999999999
1.37,271.19999999999993,274.3999999999999
1.372,271.19999999999993,274.3999999999999
1.374,271.19999999999993,274.3999999999999
1.3760000000000001,271.19999999999993,274.3999999999999
1.3780000000000001,271.19999999999993,274.3999999999999
1.3800000000000001,271.19999999999993,274.3999999999999
1.3820000000000001,271.19999999999993,274.3999999999999
1.3840000000000001,271.19999999999993,274.3999999999999
1.3860000000000001,271.19999999999993,274.3999999999999
1.3880000000000001,271.19999999999993,274.3999999999999
1.3900000000000001,271.19999999999993,274.3999999999999
1.3920000000000001,271.19999999999993,274.3999999999999
1.3940000000000001,271.19999999999993,274.3999999999999
1.3960000000000001,271.19999999999993,274.3999999999999
1.3980000000000001,271.19999999999993,274.3999999999999
1.4000000000000001,271.19999999999993,274.3999999999999
1.4020000000000001,271.19999999999993,274.3999999999999
1.4040000000000001,271.19999999999993,274.3999999999999
1.4060000000000001,271.19999999999993,274.3999999999999
1.408,271.19999999999993,274.3999999999999
1.41,271.19999999999993,274.3999999999999
1.412,271.19999999999993,274.3999999999999
1.414,271.19999999999993,274.3999999999999
1.416,271.19999999999993,274.3999999999999
1.418,271.19999999999993,274.3999999999999
1.42,271.19999999999993,274.3999999999999
1.422,271.19999999999993,274.3999999999999
1.424,271.19999999999993,274.3999999999999
1.426,271.19999999999993,274.3999999999999
1.428,271.19999999999993,274.3999999999999
1.43,271.19999999999993,274.3999999999999
1.432,271.19999999999993,274.3999999999999
1.434,271.19999999999993,274.3999999999999
1.436,271.19999999999993,274.3999999999999
1.438,271.19999999999993,274.3999999999999
1.44,271.19999999999993,274.3999999999999
1.442,271.19999999999993,274.3999999999999
1.444,271.19999999999993,274.3999999999999
1.446,271.19999999999993,274.3999999999999
1.448,271.19999999999993,274.3999999999999
1.45,271.19999999999993,274.3999999999999
1.452,271.19999999999993,274.3999999999999
1.454,271.19999999999993,274.3999999999999
1.456,271.19999999999993,274.3999999999999
1.458,271.19999999999993,274.3999999999999
1.46,271.19999999999993,274.3999999999999
1.462,271.19999999999993,274.3999999999999
1.464,271.19999999999993,274.3999999999999
1.466,271.19999999999993,274.3999999999999
1.468,271.19999999999993,274.3999999999999
1.47,271.19999999999993,274.3999999999999
1.472,271.19999999999993,274.3999999999999
1.474,271.19999999999993,274.3999999999999
1.476,271.19999999999993,274.3999999999999
1.478,271.19999999999993,274.3999999999999
1.48,271.19999999999993,274.3999999999999
1.482,271.19999999999993,274.3999999999999
1.484,271.19999999999993,274.3999999999999
1.486,271.19999999999993,274.3999999999999
1.488,271.19999999999993,274.3999999999999
1.49,271.19999999999993,274.3999999999999
1.492,271.19999999999993,274.3999999999999
1.494,271.19999999999993,274.3999999999999
1.496,271.19999999999993,274.3999999999999
1.498,271.19999999999993,274.3999999999999
1.5,271.19999999999993,274.3999999999999
1.502,271.19999999999993,274.3999999999999
1.504,271.19999999999993,274.3999999999999
1.506,271.19999999999993,274.3999999999999
1.508,271.19999999999993,274.3999999999999
1.51,271.19999999999993,274.3999999999999
1.512,271.19999999999993,274.3999999999999
1.514,271.19999999999993,274.3999999999999
1.516,271.19999999999993,274.3999999999999
1.518,271.19999999999993,274.3999999999999
1.52,271.19999999999993,274.3999999999999
1.522,271.19999999999993,274.3999999999999
1.524,271.19999999999993,274.3999999999999
1.526,271.19999999999993,274.3999999999999
1.528,271.19999999999993,274.3999999999999
1.53,271.19999999999993,274.3999999999999
1.532,271.19999999999993,274.3999999999999
1.534,271.19999999999993,274.3999999999999
1.536,271.19999999999993,274.3999999999999
1.538,271.19999999999993,274.3999999999999
1.54,271.19999999999993,274.3999999999999
1.542,271.19999999999993,274.3999999999999
1.544,271.19999999999993,274.3999999999999
1.546,271.19999999999993,274.3999999999999
1.548,271.19999999999993,274.3999999999999
1.55,271.19999999999993,274.3999999999999
1.552,271.19999999999993,274.3999999999999
1.554,271.19999999999993,274.3999999999999
1.556,271.19999999999993,274.3999999999999
1.558,271.19999999999993,274.3999999999999
1.56,271.19999999999993,274.3999999999999
1.562,271.19999999999993,274.3999999999999
1.564,271.19999999999993,274.3999999999999
1.566,271.19999999999993,274.3999999999999
1.568,271.19999999999993,274.3999999999999
1.57,271.19999999999993,274.3999999999999
1.572,271.19999999999993,274.3999999999999
1.574,271.19999999999993,274.3999999999999
1.576,271.19999999999993,274.3999999999999
1.578,271.19999999999993,274.3999999999999
1.58,271.19999999999993,274.3999999999999
1.582,271.19999999999993,274.3999999999999
1.584,271.19999999999993,274.3999999999999
1.586,271.19999999999993,274.3999999999999
1.588,271.19999999999993,274.3999999999999
1.59,271.19999999999993,274.3999999999999
1.592,271.19999999999993,274.3999999999999
1.594,271.19999999999993,274.3999999999999
1.596,271.19999999999993,274.3999999999999
1.598,271.19999999999993,274.3999999999999
1.6,271.19999999999993,274.3999999999999
1.602,271.19999999999993,274.3999999999999
1.604,271.19999999999993,274.3999999999999
1.606,271.19999999999993,274.3999999999999
1.608,271.19999999999993,274.3999999999999
1.61,271.19999999999993,274.3999999999999
1.612,271.19999999999993,274.3999999999999
1.614,271.19999999999993,274.3999999999999
1.616,271.19999999999993,274.3999999999999
1.618,271.19999999999993,274.3999999999999
1.62,271.19999999999993,274.3999999999999
1.622,271.19999999999993,274.3999999999999
1.624,271.19999999999993,274.3999999999999
1.6260000000000001,271.19999999999993,274.3999999999999
1.6280000000000001,271.19999999999993,274.3999999999999
1.6300000000000001,271.19999999999993,274.3999999999999
1.6320000000000001,271.19999999999993,274.3999999999999
1.6340000000000001,271.19999999999993,274.3999999999999
1.6360000000000001,271.19999999999993,274.3999999999999
1.6380000000000001,271.19999999999993,274.3999999999999
1.6400000000000001,271.19999999999993,274.3999999999999
1.6420000000000001,271.19999999999993,274.3999999999999
1.6440000000000001,271.19999999999993,274.3999999999999
1.6460000000000001,271.19999999999993,274.3999999999999
1.6480000000000001,271.19999999999993,274.3999999999999
1.6500000000000001,271.19999999999993,274.3999999999999
1.6520000000000001,271.19999999999993,274.3999999999999
1.6540000000000001,271.19999999999993,274.3999999999999
1.6560000000000001,271.19999999999993,274.3999999999999
1.6580000000000001,271.19999999999993,274.3999999999999
1.6600000000000001,271.19999999999993,274.3999999999999
1.6620000000000001,271.19999999999993,274.3999999999999
1.6640000000000001,271.19999999999993,274.3999999999999
1.666,271.19999999999993,274.3999999999999
1.668,271.19999999999993,274.3999999999999
1.67,271.19999999999993,274.3999999999999
1.672,271.19999999999993,274.3999999999999
1.674,271.19999999999993,274.3999999999999
1.676,271.19999999999993,274.3999999999999
1.678,271.19999999999993,274.3999999999999
1.68,271.19999999999993,274.3999999999999
1.682,271.19999999999993,274.3999999999999
1.684,271.19999999999993,274.3999999999999
1.686,271.19999999999993,274.3999999999999
1.688,271.19999999999993,274.3999999999999
1.69,271.19999999999993,274.3999999999999
1.692,271.19999999999993,274.3999999999999
1.694,271.19999999999993,274.3999999999999
1.696,271.19999999999993,274.3999999999999
1.698,260.79999999999995,262.0
1.7,260.79999999999995,262.0
1.702,260.79999999999995,262.0
1.704,260.79999999999995,262.0
1.706,260.79999999999995,262.0
1.708,260.79999999999995,262.0
1.71,260.79999999999995,262.0
1.712,260.79999999999995,262.0
1.714,260.79999999999995,262.0
1.716,260.79999999999995,262.0
1.718,260.79999999999995,262.0
1.72,260.79999999999995,262.0
1.722,260.79999999999995,262.0
1.724,260.79999999999995,262.0
1.726,260.79999999999995,262.0
1.728,260.79999999999995,262.0
1.73,260.79999999999995,262.0
1.732,260.79999999999995,262.0
1.734,260.79999999999995,262.0
1.736,260.79999999999995,262.0
1.738,260.79999999999995,262.0
1.74,260.79999999999995,262.0
1.742,260.79999999999995,262.0
1.744,260.79999999999995,262.0
1.746,260.79999999999995,262.0
1.748,260.79999999999995,262.0
1.75,260.79999999999995,262.0
1.752,260.79999999999995,262.0
1.754,260.79999999999995,262.0
1.756,260.79999999999995,262.0
1.758,260.79999999999995,262.0
1.76,260.79999999999995,262.0
1.762,260.79999999999995,262.0
1.764,260.79999999999995,262.0
1.766,260.79999999999995,262.0
1.768,260.79999999999995,262.0
1.77,260.79999999999995,262.0
1.772,260.79999999999995,262.0
1.774,260.79999999999995,262.0
1.776,260.79999999999995,262.0
1.778,260.79999999999995,262.0
1.78,260.79999999999995,262.0
1.782,260.79999999999995,262.0
1.784,260.79999999999995,262.0
1.786,260.79999999999995,262.0
1.788,260.79999999999995,262.0
1.79,260.79999999999995,262.0
1.792,260.79999999999995,262.0
1.794,260.79999999999995,262.0
1.796,260.79999999999995,262.0
1.798,260.79999999999995,262.0
1.8,260.79999999999995,262.0
1.802,260.79999999999995,262.0
1.804,260.79999999999995,262.0
1.806,260.79999999999995,262.0
1.808,260.79999999999995,262.0
1.81,260.79999999999995,262.0
1.812,260.79999999999995,262.0
1.814,260.79999999999995,262.0
1.816,260.79999999999995,262.0
1.818,260.79999999999995,262.0
1.82,260.79999999999995,262.0
1.822,260.79999999999995,262.0
1.824,260.79999999999995,262.0
1.826,260.79999999999995,262.0
1.828,260.79999999999995,262.0
1.83,260.79999999999995,262.0
1.832,260.79999999999995,262.0
1.834,260.79999999999995,262.0
1.836,260.79999999999995,262.0
1.838,260.79999999999995,262.0
1.84,260.79999999999995,262.0
1.842,260.79999999999995,262.0
1.844,260.79999999999995,262.0
1.846,260.79999999999995,262.0
1.848,260.79999999999995,262.0
1.85,260.79999999999995,262.0
1.852,260.79999999999995,262.0
1.854,260.79999999999995,262.0
1.856,260.79999999999995,262.0
1.858,260.79999999999995,262.0
1.86,260.79999999999995,262.0
1.862,260.79999999999995,262.0
1.864,260.79999999999995,262.0
1.866,260.79999999999995,262.0
1.868,260.79999999999995,262.0
1.87,260.79999999999995,262.0
1.872,260.79999999999995,262.0
1.874,260.79999999999995,262.0
1.8760000000000001,260.79999999999995,262.0
1.8780000000000001,260.79999999999995,262.0
1.8800000000000001,260.79999999999995,262.0
1.8820000000000001,260.79999999999995,262.0
1.8840000000000001,260.79999999999995,262.0
1.8860000000000001,260.79999999999995,262.0
1.8880000000000001,260.79999999999995,262.0
1.8900000000000001,260.79999999999995,262.0
1.8920000000000001,260.79999999999995,262.0
1.8940000000000001,260.79999999999995,262.0
1.8960000000000001,260.79999999999995,262.0
1.8980000000000001,260.79999999999995,262.0
1.9000000000000001,260.79999999999995,262.0
1.9020000000000001,260.79999999999995,262.0
1.9040000000000001,260.79999999999995,262.0
1.9060000000000001,260.79999999999995,262.0
1.9080000000000001,260.79999999999995,262.0
1.9100000000000001,260.79999999999995,262.0
1.9120000000000001,260.79999999999995,262.0
1.9140000000000001,260.79999999999995,262.0
1.9160000000000001,260.79999999999995,262.0
1.9180000000000001,260.79999999999995,262.0
1.92,260.79999999999995,262.0
1.922,260.79999999999995,262.0
1.924,260.79999999999995,262.0
1.926,260.79999999999995,262.0
1.928,260.79999999999995,262.0
1.93,260.79999999999995,262.0
1.932,260.79999999999995,262.0
1.934,260.79999999999995,262.0
1.936,260.79999999999995,262.0
1.938,260.79999999999995,262.0
1.94,260.79999999999995,262.0
1.942,260.79999999999995,262.0
1.944,260.79999999999995,262.0
1.946,260.79999999999995,262.0
1.948,260.79999999999995,262.0
1.95,260.79999999999995,262.0
1.952,260.79999999999995,262.0
1.954,260.79999999999995,262.0
1.956,260.79999999999995,262.0
1.958,260.79999999999995,262.0
1.96,260.79999999999995,262.0
1.962,260.79999999999995,262.0
1.964,260.79999999999995,262.0
1.966,260.79999999999995,262.0
1.968,260.79999999999995,262.0
1.97,260.79999999999995,262.0
1.972,260.79999999999995,262.0
1.974,260.79999999999995,262.0
1.976,260.79999999999995,262.0
1.978,260.79999999999995,262.0
1.98,260.79999999999995,262.0
1.982,260.79999999999995,262.0
1.984,260.79999999999995,262.0
1.986,260.79999999999995,262.0
1.988,260.79999999999995,262.0
1.99,260.79999999999995,262.0
1.992,260.79999999999995,262.0
1.994,260.79999999999995,262.0
1.996,260.79999999999995,262.0
1.998,260.79999999999995,262.0
2.0,260.79999999999995,262.0
2.0020000000000002,260.79999999999995,262.0
2.004,260.79999999999995,262.0
2.0060000000000002,260.79999999999995,262.0
2.008,260.79999999999995,262.0
2.0100000000000002,260.79999999999995,262.0
2.012,260.79999999999995,262.0
2.0140000000000002,260.79999999999995,262.0
2.016,260.79999999999995,262.0
2.0180000000000002,260.79999999999995,262.0
2.02,260.79999999999995,262.0
2.0220000000000002,260.79999999999995,262.0
2.024,260.79999999999995,262.0
2.0260000000000002,260.79999999999995,262.0
2.028,260.79999999999995,262.0
2.0300000000000002,260.79999999999995,262.0
2.032,260.79999999999995,262.0
2.0340000000000003,260.79999999999995,262.0
2.036,260.79999999999995,262.0
2.0380000000000003,260.79999999999995,262.0
2.04,260.79999999999995,262.0
2.0420000000000003,260.79999999999995,262.0
2.044,260.79999999999995,262.0
2.0460000000000003,260.79999999999995,262.0
2.048,260.79999999999995,262.0
2.05,260.79999999999995,262.0
2.052,260.79999999999995,262.0
2.054,260.79999999999995,262.0
2.056,260.79999999999995,262.0
2.058,260.79999999999995,262.0
2.06,260.79999999999995,262.0
2.062,260.79999999999995,262.0
2.064,260.79999999999995,262.0
2.066,260.79999999999995,262.0
2.068,260.79999999999995,262.0
2.07,260.79999999999995,262.0
2.072,260.79999999999995,262.0
2.074,260.79999999999995,262.0
2.076,260.79999999999995,262.0
2.078,260.79999999999995,262.0
2.08,260.79999999999995,262.0
2.082,260.79999999999995,262.0
2.084,260.79999999999995,262.0
2.086,260.79999999999995,262.0
2.088,260.79999999999995,262.0
2.09,260.79999999999995,262.0
2.092,260.79999999999995,262.0
2.094,260.79999999999995,262.0
2.096,260.79999999999995,262.0
2.098,260.79999999999995,262.0
2.1,260.79999999999995,262.0
2.102,260.79999999999995,262.0
2.104,260.79999999999995,262.0
2.106,260.79999999999995,262.0
2.108,260.79999999999995,262.0
2.11,260.79999999999995,262.0
2.112,260.79999999999995,262.0
2.114,260.79999999999995,262.0
2.116,260.79999999999995,262.0
2.118,260.79999999999995,262.0
2.12,260.79999999999995,262.0
2.122,260.79999999999995,262.0
2.124,260.79999999999995,262.0
2.126,260.79999999999995,262.0
2.128,260.79999999999995,262.0
2.13,260.79999999999995,262.0
2.132,260.79999999999995,262.0
2.134,260.79999999999995,262.0
2.136,260.79999999999995,262.0
2.138,260.79999999999995,262.0
2.14,260.79999999999995,262.0
2.142,260.79999999999995,262.0
2.144,260.79999999999995,262.0
2.146,260.79999999999995,262.0
2.148,260.79999999999995,262.0
2.15,260.79999999999995,262.0
2.152,260.79999999999995,262.0
2.154,260.79999999999995,262.0
2.156,260.79999999999995,262.0
2.158,260.79999999999995,262.0
2.16,260.79999999999995,262.0
2.162,260.79999999999995,262.0
2.164,260.79999999999995,262.0
2.166,260.79999999999995,262.0
2.168,260.79999999999995,262.0
2.17,260.79999999999995,262.0
2.172,260.79999999999995,262.0
2.174,260.79999999999995,262.0
2.176,260.79999999999995,262.0
2.178,260.79999999999995,262.0
2.18,260.79999999999995,262.0
2.182,260.79999999999995,262.0
2.184,260.79999999999995,262.0
2.186,260.79999999999995,262.0
2.188,260.79999999999995,262.0
2.19,260.79999999999995,262.0
2.192,260.79999999999995,262.0
2.194,260.79999999999995,262.0
2.196,260.79999999999995,262.0
2.198,260.79999999999995,262.0
2.2,260.79999999999995,262.0
2.202,260.79999999999995,262.0
2.204,260.79999999999995,262.0
2.206,260.79999999999995,262.0
2.208,260.79999999999995,262.0
2.21,260.79999999999995,262.0
2.212,260.79999999999995,262.0
2.214,260.79999999999995,262.0
2.216,260.79999999999995,262.0
2.218,260.79999999999995,262.0
2.22,260.79999999999995,262.0
2.222,260.79999999999995,262.0
2.224,260.79999999999995,262.0
2.226,260.79999999999995,262.0
2.228,260.79999999999995,262.0
2.23,260.79999999999995,262.0
2.232,260.79999999999995,262.0
2.234,260.79999999999995,262.0
2.236,260.79999999999995,262.0
2.238,260.79999999999995,262.0
2.24,260.79999999999995,262.0
2.242,260.79999999999995,262.0
2.244,260.79999999999995,262.0
2.246,260.79999999999995,262.0
2.248,260.79999999999995,262.0
2.25,260.79999999999995,262.0
2.2520000000000002,260.79999999999995,262.0
2.254,260.79999999999995,262.0
2.2560000000000002,260.79999999999995,262.0
2.258,260.79999999999995,262.0
2.2600000000000002,260.79999999999995,262.0
2.262,260.79999999999995,262.0
2.2640000000000002,260.79999999999995,262.0
2.266,260.79999999999995,262.0
2.2680000000000002,260.79999999999995,262.0
2.27,260.79999999999995,262.0
2.2720000000000002,260.79999999999995,262.0
2.274,260.79999999999995,262.0
2.2760000000000002,260.79999999999995,262.0
2.278,260.79999999999995,262.0
2.2800000000000002,260.79999999999995,262.0
2.282,260.79999999999995,262.0
2.2840000000000003,260.79999999999995,262.0
2.286,260.79999999999995,262.0
2.2880000000000003,260.79999999999995,262.0
2.29,260.79999999999995,262.0
2.2920000000000003,260.79999999999995,262.0
2.294,260.79999999999995,262.0
2.2960000000000003,260.79999999999995,262.0
2.298,260.79999999999995,262.0
2.3000000000000003,260.79999999999995,262.0
2.302,260.79999999999995,262.0
2.3040000000000003,260.79999999999995,262.0
2.306,260.79999999999995,262.0
2.308,260.79999999999995,262.0
2.31,260.79999999999995,262.0
2.312,260.79999999999995,262.0
2.314,260.79999999999995,262.0
2.316,260.79999999999995,262.0
2.318,260.79999999999995,262.0
2.32,260.79999999999995,262.0
2.322,260.79999999999995,262.0
2.324,260.79999999999995,262.0
2.326,260.79999999999995,262.0
2.328,260.79999999999995,262.0
2.33,260.79999999999995,262.0
2.332,260.79999999999995,262.0
2.334,260.79999999999995,262.0
2.336,260.79999999999995,262.0
2.338,260.79999999999995,262.0
2.34,260.79999999999995,262.0
2.342,260.79999999999995,262.0
2.344,260.79999999999995,262.0
2.346,260.79999999999995,262.0
2.348,260.79999999999995,262.0
2.35,260.79999999999995,262.0
2.352,260.79999999999995,262.0
2.354,260.79999999999995,262.0
2.356,260.79999999999995,262.0
2.358,260.79999999999995,262.0
2.36,260.79999999999995,262.0
2.362,260.79999999999995,262.0
2.364,260.79999999999995,262.0
2.366,260.79999999999995,262.0
2.368,260.79999999999995,262.0
2.37,260.79999999999995,262.0
2.372,260.79999999999995,262.0
2.374,260.79999999999995,262.0
2.376,260.79999999999995,262.0
2.378,260.79999999999995,262.0
2.38,260.79999999999995,262.0
2.382,260.79999999999995,262.0
2.384,260.79999999999995,262.0
2.386,260.79999999999995,262.0
2.388,260.79999999999995,262.0
2.39,260.79999999999995,262.0
2.392,260.79999999999995,262.0
2.394,260.79999999999995,262.0
2.396,260.79999999999995,262.0
2.398,260.79999999999995,262.0
2.4,245.99999999999991,249.59999999999994
2.402,245.99999999999991,249.59999999999994
2.404,245.99999999999991,249.59999999999994
2.406,245.99999999999991,249.59999999999994
2.408,245.99999999999991,249.59999999999994
2.41,245.99999999999991,249.59999999999994
2.412,245.99999999999991,249.59999999999994
2.414,245.99999999999991,249.59999999999994
2.416,245.99999999999991,249.59999999999994
2.418,245.99999999999991,249.59999999999994
2.42,245.99999999999991,249.59999999999994
2.422,245.99999999999991,249.59999999999994
2.424,245.99999999999991,249.59999999999994
2.426,245.99999999999991,249.59999999999994
2.428,245.99999999999991,249.59999999999994
2.43,245.99999999999991,249.59999999999994
2.432,245.99999999999991,249.59999999999994
2.434,245.99999999999991,249.59999999999994
2.436,245.99999999999991,249.59999999999994
2.438,245.99999999999991,249.59999999999994
2.44,245.99999999999991,249.59999999999994
2.442,245.99999999999991,249.59999999999994
2.444,245.99999999999991,249.59999999999994
2.446,245.99999999999991,249.59999999999994
2.448,245.99999999999991,249.59999999999994
2.45,245.99999999999991,249.59999999999994
2.452,245.99999999999991,249.59999999999994
2.454,245.99999999999991,249.59999999999994
2.456,245.99999999999991,249.59999999999994
2.458,245.99999999999991,249.59999999999994
2.46,245.99999999999991,249.59999999999994
2.462,245.99999999999991,249.59999999999994
2.464,245.99999999999991,249.59999999999994
2.466,245.99999999999991,249.59999999999994
2.468,245.99999999999991,249.59999999999994
2.47,245.99999999999991,249.59999999999994
2.472,245.99999999999991,249.59999999999994
2.474,245.99999999999991,249.59999999999994
2.476,245.99999999999991,249.59999999999994
2.478,245.99999999999991,249.59999999999994
2.48,245.99999999999991,249.59999999999994
2.482,245.99999999999991,249.59999999999994
2.484,245.99999999999991,249.59999999999994
2.486,245.99999999999991,249.59999999999994
2.488,245.99999999999991,249.59999999999994
2.49,245.99999999999991,249.59999999999994
2.492,245.99999999999991,249.59999999999994
2.494,245.99999999999991,249.59999999999994
2.496,245.99999999999991,249.59999999999994
2.498,245.99999999999991,249.59999999999994
2.5,245.99999999999991,249.59999999999994
2.5020000000000002,245.99999999999991,249.59999999999994
2.504,245.99999999999991,249.59999999999994
2.5060000000000002,245.99999999999991,249.59999999999994
2.508,245.99999999999991,249.59999999999994
2.5100000000000002,245.99999999999991,249.59999999999994
2.512,245.99999999999991,249.59999999999994
2.5140000000000002,245.99999999999991,249.59999999999994
2.516,245.99999999999991,249.59999999999994
2.5180000000000002,245.99999999999991,249.59999999999994
2.52,245.99999999999991,249.59999999999994
2.5220000000000002,245.99999999999991,249.59999999999994
2.524,245.99999999999991,249.59999999999994
2.5260000000000002,245.99999999999991,249.59999999999994
2.528,245.99999999999991,249.59999999999994
2.5300000000000002,245.99999999999991,249.59999999999994
2.532,245.99999999999991,249.59999999999994
2.5340000000000003,245.99999999999991,249.59999999999994
2.536,245.99999999999991,249.59999999999994
2.5380000000000003,245.99999999999991,249.59999999999994
2.54,245.99999999999991,249.59999999999994
2.5420000000000003,245.99999999999991,249.59999999999994
2.544,245.99999999999991,249.59999999999994
2.5460000000000003,245.99999999999991,249.59999999999994
2.548,245.99999999999991,249.59999999999994
2.5500000000000003,245.99999999999991,249.59999999999994
2.552,245.99999999999991,249.59999999999994
2.5540000000000003,245.99999999999991,249.59999999999994
2.556,245.99999999999991,249.59999999999994
2.5580000000000003,245.99999999999991,249.59999999999994
2.56,245.99999999999991,249.59999999999994
2.562,245.99999999999991,249.59999999999994
2.564,245.99999999999991,249.59999999999994
2.566,245.99999999999991,249.59999999999994
2.568,245.99999999999991,249.59999999999994
2.57,245.99999999999991,249.59999999999994
2.572,245.99999999999991,249.59999999999994
2.574,245.99999999999991,249.59999999999994
2.576,245.99999999999991,249.59999999999994
2.578,245.99999999999991,249.59999999999994
2.58,245.99999999999991,249.59999999999994
2.582,245.99999999999991,249.59999999999994
2.584,245.99999999999991,249.59999999999994
2.586,245.99999999999991,249.59999999999994
2.588,245.99999999999991,249.59999999999994
2.59,245.99999999999991,249.59999999999994
2.592,245.99999999999991,249.59999999999994
2.594,245.99999999999991,249.59999999999994
2.596,245.99999999999991,249.59999999999994
2.598,245.99999999999991,249.59999999999994
2.6,245.99999999999991,249.59999999999994
2.602,245.99999999999991,249.59999999999994
2.604,245.99999999999991,249.59999999999994
2.606,245.99999999999991,249.59999999999994
2.608,245.99999999999991,249.59999999999994
2.61,245.99999999999991,249.59999999999994
2.612,245.99999999999991,249.59999999999994
2.614,245.99999999999991,249.59999999999994
2.616,245.99999999999991,249.59999999999994
2.618,245.99999999999991,249.59999999999994
2.62,245.99999999999991,249.59999999999994
2.622,245.99999999999991,249.59999999999994
2.624,245.99999999999991,249.59999999999994
2.626,245.99999999999991,249.59999999999994
2.628,245.99999999999991,249.59999999999994
2.63,245.99999999999991,249.59999999999994
2.632,245.99999999999991,249.59999999999994
2.634,245.99999999999991,249.59999999999994
2.636,245.99999999999991,249.59999999999994
2.638,245.99999999999991,249.59999999999994
2.64,245.99999999999991,249.59999999999994
2.642,245.99999999999991,249.59999999999994
2.644,245.99999999999991,249.59999999999994
2.646,245.99999999999991,249.59999999999994
2.648,245.99999999999991,249.59999999999994
2.65,245.99999999999991,249.59999999999994
2.652,245.99999999999991,249.59999999999994
2.654,245.99999999999991,249.59999999999994
2.656,245.99999999999991,249.59999999999994
2.658,245.99999999999991,249.59999999999994
2.66,245.99999999999991,249.59999999999994
2.662,245.99999999999991,249.59999999999994
2.664,245.99999999999991,249.59999999999994
2.666,245.99999999999991,249.59999999999994
2.668,245.99999999999991,249.59999999999994
2.67,245.99999999999991,249.59999999999994
2.672,245.99999999999991,249.59999999999994
2.674,245.99999999999991,249.59999999999994
2.676,245.99999999999991,249.59999999999994
2.678,245.99999999999991,249.59999999999994
2.68,245.99999999999991,249.59999999999994
2.682,245.99999999999991,249.59999999999994
2.684,245.99999999999991,249.59999999999994
2.686,245.99999999999991,249.59999999999994
2.688,245.99999999999991,249.59999999999994
2.69,245.99999999999991,249.59999999999994
2.692,245.99999999999991,249.59999999999994
2.694,245.99999999999991,249.59999999999994
2.696,245.99999999999991,249.59999999999994
2.698,245.99999999999991,249.59999999999994
2.7,245.99999999999991,249.59999999999994
2.702,245.99999999999991,249.59999999999994
2.704,245.99999999999991,249.59999999999994
2.706,245.99999999999991,249.59999999999994
2.708,245.99999999999991,249.59999999999994
2.71,245.99999999999991,249.59999999999994
2.712,245.99999999999991,249.59999999999994
2.714,245.99999999999991,249.59999999999994
2.716,245.99999999999991,249.59999999999994
2.718,245.99999999999991,249.59999999999994
2.72,245.99999999999991,249.59999999999994
2.722,245.99999999999991,249.59999999999994
2.724,245.99999999999991,249.59999999999994
2.726,245.99999999999991,249.59999999999994
2.728,245.99999999999991,249.59999999999994
2.73,245.99999999999991,249.59999999999994
2.732,245.99999999999991,249.59999999999994
2.734,245.99999999999991,249.59999999999994
2.736,245.99999999999991,249.59999999999994
2.738,245.99999999999991,249.59999999999994
2.74,245.99999999999991,249.59999999999994
2.742,245.99999999999991,249.59999999999994
2.744,245.99999999999991,249.59999999999994
2.746,245.99999999999991,249.59999999999994
2.748,245.99999999999991,249.59999999999994
2.75,245.99999999999991,249.59999999999994
2.7520000000000002,245.99999999999991,249.59999999999994
2.754,245.99999999999991,249.59999999999994
2.7560000000000002,245.99999999999991,249.59999999999994
2.758,245.99999999999991,249.59999999999994
2.7600000000000002,245.99999999999991,249.59999999999994
2.762,245.99999999999991,249.59999999999994
2.7640000000000002,245.99999999999991,249.59999999999994
2.766,245.99999999999991,249.59999999999994
2.7680000000000002,245.99999999999991,249.59999999999994
2.77,245.99999999999991,249.59999999999994
2.7720000000000002,245.99999999999991,249.59999999999994
2.774,245.99999999999991,249.59999999999994
2.7760000000000002,245.99999999999991,249.59999999999994
2.778,245.99999999999991,249.59999999999994
2.7800000000000002,245.99999999999991,249.59999999999994
2.782,245.99999999999991,249.59999999999994
2.7840000000000003,245.99999999999991,249.59999999999994
2.786,245.99999999999991,249.59999999999994
2.7880000000000003,245.99999999999991,249.59999999999994
2.79,245.99999999999991,249.59999999999994
2.7920000000000003,245.99999999999991,249.59999999999994
2.794,245.99999999999991,249.59999999999994
2.7960000000000003,245.99999999999991,249.59999999999994
2.798,245.99999999999991,249.59999999999994
2.8000000000000003,245.99999999999991,249.59999999999994
2.802,245.99999999999991,249.59999999999994
2.8040000000000003,245.99999999999991,249.59999999999994
2.806,245.99999999999991,249.59999999999994
2.8080000000000003,245.99999999999991,249.59999999999994
2.81,245.99999999999991,249.59999999999994
2.8120000000000003,245.99999999999991,249.59999999999994
2.814,245.99999999999991,249.59999999999994
2.816,245.99999999999991,249.59999999999994
2.818,245.99999999999991,249.59999999999994
2.82,245.99999999999991,249.59999999999994
